year,sex,age,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),generation,continent
1998,male,55-74 years,-0.26386805104075756,30.77,-0.12299069754326375,0.7994427240641127,Silent,EU
1998,male,35-54 years,-0.1542504188647801,26.18,-0.12299069754326375,0.7994427240641127,Boomers,EU
1998,male,25-34 years,-0.3077611187754015,18.57,-0.12299069754326375,0.7994427240641127,Generation X,EU
1998,female,75+ years,-0.34930231567044895,12.33,-0.12299069754326375,0.7994427240641127,G.I. Generation,EU
1998,female,55-74 years,-0.2486831458372756,12.27,-0.12299069754326375,0.7994427240641127,Silent,EU
1998,male,15-24 years,-0.33508883537897427,10.67,-0.12299069754326375,0.7994427240641127,Generation X,EU
1998,female,35-54 years,-0.16485940145643838,9.92,-0.12299069754326375,0.7994427240641127,Boomers,EU
1998,female,25-34 years,-0.3150212418019821,5.71,-0.12299069754326375,0.7994427240641127,Generation X,EU
1998,female,15-24 years,-0.3410452039183872,5.48,-0.12299069754326375,0.7994427240641127,Generation X,EU
1998,male,5-14 years,-0.3210287379683428,0.34,-0.12299069754326375,0.7994427240641127,Millenials,EU
1998,female,5-14 years,-0.32908133921261357,0.18,-0.12299069754326375,0.7994427240641127,Millenials,EU
1999,male,75+ years,-0.3947627008091762,40.59,-0.12020626789215615,0.8186087616196829,G.I. Generation,EU
1999,male,55-74 years,-0.25921109114022167,28.77,-0.12020626789215615,0.8186087616196829,Silent,EU
1999,male,35-54 years,-0.15447129021319442,25.55,-0.12020626789215615,0.8186087616196829,Boomers,EU
1999,male,25-34 years,-0.3092545567585453,16.22,-0.12020626789215615,0.8186087616196829,Generation X,EU
1999,male,15-24 years,-0.33680314471053235,14.79,-0.12020626789215615,0.8186087616196829,Generation X,EU
1999,female,35-54 years,-0.16480699563881696,11.75,-0.12020626789215615,0.8186087616196829,Boomers,EU
1999,female,75+ years,-0.34833983809315755,10.78,-0.12020626789215615,0.8186087616196829,G.I. Generation,EU
1999,female,55-74 years,-0.24535141402722543,9.94,-0.12020626789215615,0.8186087616196829,Silent,EU
1999,female,25-34 years,-0.3160537642281919,7.4,-0.12020626789215615,0.8186087616196829,Generation X,EU
1999,female,15-24 years,-0.3427776635575117,6.35,-0.12020626789215615,0.8186087616196829,Generation X,EU
1999,male,5-14 years,-0.3188476334027518,0.5,-0.12020626789215615,0.8186087616196829,Millenials,EU
1999,female,5-14 years,-0.32677548323727,0.0,-0.12020626789215615,0.8186087616196829,Millenials,EU
2000,male,75+ years,-0.394090628152948,42.22,-0.12780522850389825,0.7427917290794162,G.I. Generation,EU
2000,male,55-74 years,-0.2536151723707904,25.92,-0.12780522850389825,0.7427917290794162,Silent,EU
2000,male,35-54 years,-0.15443422268365728,22.17,-0.12780522850389825,0.7427917290794162,Boomers,EU
2000,male,25-34 years,-0.3114392402580227,18.2,-0.12780522850389825,0.7427917290794162,Generation X,EU
2000,male,15-24 years,-0.33752839009878616,12.01,-0.12780522850389825,0.7427917290794162,Generation X,EU
2000,female,55-74 years,-0.2411947379563733,11.1,-0.12780522850389825,0.7427917290794162,Silent,EU
2000,female,35-54 years,-0.16460836480812494,10.24,-0.12780522850389825,0.7427917290794162,Boomers,EU
2000,female,75+ years,-0.3476616301216956,10.11,-0.12780522850389825,0.7427917290794162,G.I. Generation,EU
2000,female,15-24 years,-0.3435921266547894,5.19,-0.12780522850389825,0.7427917290794162,Generation X,EU
2000,female,25-34 years,-0.3177693517504237,4.99,-0.12780522850389825,0.7427917290794162,Generation X,EU
2000,female,5-14 years,-0.3257138180637,0.18,-0.12780522850389825,0.7427917290794162,Millenials,EU
2000,male,5-14 years,-0.31788438891105614,0.17,-0.12780522850389825,0.7427917290794162,Millenials,EU
2001,male,75+ years,-0.39349115672698565,42.22,-0.141484751788907,0.6121767714838589,Silent,EU
2001,male,55-74 years,-0.24765752564070373,26.03,-0.141484751788907,0.6121767714838589,Silent,EU
2001,male,35-54 years,-0.15419520102767656,25.05,-0.141484751788907,0.6121767714838589,Boomers,EU
2001,male,25-34 years,-0.31400891478841664,16.87,-0.141484751788907,0.6121767714838589,Generation X,EU
2001,female,75+ years,-0.3472413610281851,12.95,-0.141484751788907,0.6121767714838589,Silent,EU
2001,female,55-74 years,-0.23651068041355514,12.61,-0.141484751788907,0.6121767714838589,Silent,EU
2001,female,35-54 years,-0.164498696048322,11.24,-0.141484751788907,0.6121767714838589,Boomers,EU
2001,male,15-24 years,-0.33684992648918954,11.19,-0.141484751788907,0.6121767714838589,Millenials,EU
2001,female,25-34 years,-0.31986481754087726,4.89,-0.141484751788907,0.6121767714838589,Generation X,EU
2001,female,15-24 years,-0.34303892573121475,3.58,-0.141484751788907,0.6121767714838589,Millenials,EU
2001,female,5-14 years,-0.32605023784901616,0.53,-0.141484751788907,0.6121767714838589,Millenials,EU
2001,male,5-14 years,-0.31837649232042825,0.33,-0.141484751788907,0.6121767714838589,Millenials,EU
2002,male,75+ years,-0.39316163917130736,36.5,-0.12496801098620872,0.7575633436595379,Silent,EU
2002,male,55-74 years,-0.24159660110418263,28.01,-0.12496801098620872,0.7575633436595379,Silent,EU
2002,male,35-54 years,-0.15384881135510553,25.34,-0.12496801098620872,0.7575633436595379,Boomers,EU
2002,male,25-34 years,-0.31670845349125787,16.67,-0.12496801098620872,0.7575633436595379,Generation X,EU
2002,male,15-24 years,-0.335316097680757,14.63,-0.12496801098620872,0.7575633436595379,Millenials,EU
2002,female,55-74 years,-0.23154951113268016,10.86,-0.12496801098620872,0.7575633436595379,Silent,EU
2002,female,75+ years,-0.3472976014178276,10.08,-0.12496801098620872,0.7575633436595379,Silent,EU
2002,female,35-54 years,-0.16434633572001772,8.74,-0.12496801098620872,0.7575633436595379,Boomers,EU
2002,female,25-34 years,-0.3222297259253455,6.16,-0.12496801098620872,0.7575633436595379,Generation X,EU
2002,female,15-24 years,-0.3415178788295192,4.52,-0.12496801098620872,0.7575633436595379,Millenials,EU
2002,male,5-14 years,-0.31992208048305876,0.67,-0.12496801098620872,0.7575633436595379,Millenials,EU
2002,female,5-14 years,-0.32751197670345233,0.53,-0.12496801098620872,0.7575633436595379,Millenials,EU
2003,male,75+ years,-0.3928827379663074,34.1,-0.0787501857636385,1.171698000454207,Silent,EU
2003,male,55-74 years,-0.23578722449224446,24.39,-0.0787501857636385,1.171698000454207,Silent,EU
2003,male,35-54 years,-0.15386747293894146,24.14,-0.0787501857636385,1.171698000454207,Boomers,EU
2003,male,25-34 years,-0.3190608356071239,14.25,-0.0787501857636385,1.171698000454207,Generation X,EU
2003,male,15-24 years,-0.3327620170765821,11.05,-0.0787501857636385,1.171698000454207,Millenials,EU
2003,female,75+ years,-0.3473433606439459,10.29,-0.0787501857636385,1.171698000454207,Silent,EU
2003,female,25-34 years,-0.324349732976734,10.07,-0.0787501857636385,1.171698000454207,Generation X,EU
2003,female,55-74 years,-0.2266995444404165,9.6,-0.0787501857636385,1.171698000454207,Silent,EU
2003,female,35-54 years,-0.16445856086116803,8.24,-0.0787501857636385,1.171698000454207,Boomers,EU
2003,female,15-24 years,-0.33913507577561924,6.75,-0.0787501857636385,1.171698000454207,Millenials,EU
2003,female,5-14 years,-0.32993951643093156,0.36,-0.0787501857636385,1.171698000454207,Millenials,EU
2003,male,5-14 years,-0.32240355985696784,0.17,-0.0787501857636385,1.171698000454207,Millenials,EU
2004,male,75+ years,-0.3924765289702075,35.22,-0.04394269738204964,1.4805782852586176,Silent,EU
2004,male,55-74 years,-0.2303584930629323,26.28,-0.04394269738204964,1.4805782852586176,Silent,EU
2004,male,35-54 years,-0.15449071871143455,24.18,-0.04394269738204964,1.4805782852586176,Boomers,EU
2004,male,15-24 years,-0.32955426976188024,16.2,-0.04394269738204964,1.4805782852586176,Millenials,EU
2004,male,25-34 years,-0.32056807804954357,14.22,-0.04394269738204964,1.4805782852586176,Generation X,EU
2004,female,55-74 years,-0.2221192759803023,10.96,-0.04394269738204964,1.4805782852586176,Silent,EU
2004,female,75+ years,-0.34722500018756186,8.84,-0.04394269738204964,1.4805782852586176,Silent,EU
2004,female,35-54 years,-0.16501585199489852,8.59,-0.04394269738204964,1.4805782852586176,Boomers,EU
2004,female,15-24 years,-0.3362356280514123,6.04,-0.04394269738204964,1.4805782852586176,Millenials,EU
2004,female,25-34 years,-0.3256547656545753,5.61,-0.04394269738204964,1.4805782852586176,Generation X,EU
2004,female,5-14 years,-0.3331068729203447,0.74,-0.04394269738204964,1.4805782852586176,Millenials,EU
2004,male,5-14 years,-0.3258063590684754,0.53,-0.04394269738204964,1.4805782852586176,Millenials,EU
2005,male,75+ years,-0.39208003422322774,37.61,-0.03889535101957204,1.519333919210765,Silent,EU
2005,male,55-74 years,-0.2254758046894221,26.28,-0.03889535101957204,1.519333919210765,Silent,EU
2005,male,35-54 years,-0.15490613068038503,23.97,-0.03889535101957204,1.519333919210765,Boomers,EU
2005,male,25-34 years,-0.32124807548794865,16.15,-0.03889535101957204,1.519333919210765,Generation X,EU
2005,female,55-74 years,-0.2181231406580661,12.2,-0.03889535101957204,1.519333919210765,Silent,EU
2005,male,15-24 years,-0.32609548579886494,11.95,-0.03889535101957204,1.519333919210765,Millenials,EU
2005,female,35-54 years,-0.16520170091885358,11.26,-0.03889535101957204,1.519333919210765,Boomers,EU
2005,female,75+ years,-0.3471204441904537,9.86,-0.03889535101957204,1.519333919210765,Silent,EU
2005,female,25-34 years,-0.3263447329802352,7.04,-0.03889535101957204,1.519333919210765,Generation X,EU
2005,female,15-24 years,-0.33300564021898815,6.64,-0.03889535101957204,1.519333919210765,Millenials,EU
2005,male,5-14 years,-0.32985106563631195,0.9,-0.03889535101957204,1.519333919210765,Millenials,EU
2005,female,5-14 years,-0.33694502387531233,0.76,-0.03889535101957204,1.519333919210765,Millenials,EU
2006,male,75+ years,-0.3916955544685806,36.47,-0.017576136389287005,1.700087654610535,Silent,EU
2006,male,55-74 years,-0.22122173048923452,27.06,-0.017576136389287005,1.700087654610535,Silent,EU
2006,male,35-54 years,-0.15390070589645752,22.85,-0.017576136389287005,1.700087654610535,Boomers,EU
2006,male,25-34 years,-0.3216435476823895,13.47,-0.017576136389287005,1.700087654610535,Generation X,EU
2006,male,15-24 years,-0.3217642088819862,12.45,-0.017576136389287005,1.700087654610535,Millenials,EU
2006,female,35-54 years,-0.16409708853864743,11.89,-0.017576136389287005,1.700087654610535,Boomers,EU
2006,female,75+ years,-0.34709641420578824,10.06,-0.017576136389287005,1.700087654610535,Silent,EU
2006,female,55-74 years,-0.21465131915017907,9.35,-0.017576136389287005,1.700087654610535,Silent,EU
2006,female,15-24 years,-0.3291194292946896,9.15,-0.017576136389287005,1.700087654610535,Millenials,EU
2006,female,25-34 years,-0.32704569274568884,7.25,-0.017576136389287005,1.700087654610535,Generation X,EU
2006,female,5-14 years,-0.3407486636820903,0.39,-0.017576136389287005,1.700087654610535,Millenials,EU
2006,male,5-14 years,-0.33384694532041337,0.37,-0.017576136389287005,1.700087654610535,Millenials,EU
2007,male,75+ years,-0.3912658267640848,32.46,0.029055496126723496,2.100033090231467,Silent,EU
2007,male,35-54 years,-0.15175999215615518,23.82,0.029055496126723496,2.100033090231467,Boomers,EU
2007,male,55-74 years,-0.21714736989776826,22.5,0.029055496126723496,2.100033090231467,Silent,EU
2007,male,25-34 years,-0.32180076513525385,17.58,0.029055496126723496,2.100033090231467,Generation X,EU
2007,male,15-24 years,-0.3170926776077702,11.42,0.029055496126723496,2.100033090231467,Millenials,EU
2007,female,35-54 years,-0.1621780130611636,10.66,0.029055496126723496,2.100033090231467,Boomers,EU
2007,female,55-74 years,-0.2111526556381445,9.52,0.029055496126723496,2.100033090231467,Silent,EU
2007,female,75+ years,-0.3473990897573189,7.0,0.029055496126723496,2.100033090231467,Silent,EU
2007,female,15-24 years,-0.3249832042746166,6.1,0.029055496126723496,2.100033090231467,Millenials,EU
2007,female,25-34 years,-0.327742306662852,4.98,0.029055496126723496,2.100033090231467,Generation X,EU
2007,male,5-14 years,-0.3370398656233004,0.95,0.029055496126723496,2.100033090231467,Generation Z,EU
2007,female,5-14 years,-0.343691314251068,0.4,0.029055496126723496,2.100033090231467,Generation Z,EU
2008,male,75+ years,-0.3909186701771096,34.22,0.04704472470998315,2.238960390081788,Silent,EU
2008,male,55-74 years,-0.21283654403166866,25.98,0.04704472470998315,2.238960390081788,Silent,EU
2008,male,35-54 years,-0.14987849548447796,23.2,0.04704472470998315,2.238960390081788,Boomers,EU
2008,male,25-34 years,-0.3216581190560696,16.37,0.04704472470998315,2.238960390081788,Generation X,EU
2008,male,15-24 years,-0.3131476699124818,15.49,0.04704472470998315,2.238960390081788,Millenials,EU
2008,female,75+ years,-0.34799421533499075,8.69,0.04704472470998315,2.238960390081788,Silent,EU
2008,female,55-74 years,-0.20732856478058748,8.51,0.04704472470998315,2.238960390081788,Silent,EU
2008,female,35-54 years,-0.16025280226844604,8.13,0.04704472470998315,2.238960390081788,Boomers,EU
2008,female,25-34 years,-0.32809662111759985,7.48,0.04704472470998315,2.238960390081788,Generation X,EU
2008,female,15-24 years,-0.32120231626183043,6.8,0.04704472470998315,2.238960390081788,Millenials,EU
2008,female,5-14 years,-0.3456737879859671,0.81,0.04704472470998315,2.238960390081788,Generation Z,EU
2008,male,5-14 years,-0.3390944293121958,0.0,0.04704472470998315,2.238960390081788,Generation Z,EU
2009,male,75+ years,-0.39061037058661463,34.41,-0.010954751323766951,1.7050115261372423,Silent,EU
2009,male,55-74 years,-0.20852878582318593,25.36,-0.010954751323766951,1.7050115261372423,Silent,EU
2009,male,35-54 years,-0.14780450329734246,24.71,-0.010954751323766951,1.7050115261372423,Boomers,EU
2009,male,25-34 years,-0.3212370830481549,18.87,-0.010954751323766951,1.7050115261372423,Generation X,EU
2009,male,15-24 years,-0.3100293959449385,14.4,-0.010954751323766951,1.7050115261372423,Millenials,EU
2009,female,35-54 years,-0.15795180341766255,10.84,-0.010954751323766951,1.7050115261372423,Boomers,EU
2009,female,55-74 years,-0.20347456426126603,10.11,-0.010954751323766951,1.7050115261372423,Silent,EU
2009,female,75+ years,-0.3485129051103757,7.48,-0.010954751323766951,1.7050115261372423,Silent,EU
2009,female,15-24 years,-0.31800223809117073,7.16,-0.010954751323766951,1.7050115261372423,Millenials,EU
2009,female,25-34 years,-0.3279838847001801,5.87,-0.010954751323766951,1.7050115261372423,Generation X,EU
2009,female,5-14 years,-0.34670145328761687,0.61,-0.010954751323766951,1.7050115261372423,Generation Z,EU
2009,male,5-14 years,-0.3400106363870995,0.58,-0.010954751323766951,1.7050115261372423,Generation Z,EU
2010,male,75+ years,-0.39005640274863573,31.66,0.02944168033598829,2.037611106038049,Silent,EU
2010,male,55-74 years,-0.20454006400685718,25.18,0.02944168033598829,2.037611106038049,Silent,EU
2010,male,35-54 years,-0.14593374342732426,21.98,0.02944168033598829,2.037611106038049,Generation X,EU
2010,male,25-34 years,-0.32000107266669303,17.87,0.02944168033598829,2.037611106038049,Generation X,EU
2010,male,15-24 years,-0.30815838043678556,13.61,0.02944168033598829,2.037611106038049,Millenials,EU
2010,female,55-74 years,-0.19977087896517098,9.87,0.02944168033598829,2.037611106038049,Silent,EU
2010,female,35-54 years,-0.15597035223530245,8.1,0.02944168033598829,2.037611106038049,Generation X,EU
2010,female,75+ years,-0.34883756554149387,7.08,0.02944168033598829,2.037611106038049,Silent,EU
2010,female,25-34 years,-0.3272174815722333,5.49,0.02944168033598829,2.037611106038049,Generation X,EU
2010,female,15-24 years,-0.31618235020996555,5.1,0.02944168033598829,2.037611106038049,Millenials,EU
2010,female,5-14 years,-0.3468740090285655,0.41,0.02944168033598829,2.037611106038049,Generation Z,EU
2010,male,5-14 years,-0.34012567354773193,0.19,0.02944168033598829,2.037611106038049,Generation Z,EU
2011,male,75+ years,-0.38914863173217845,26.66,0.08085297665948339,2.4626524029886503,Silent,EU
2011,male,55-74 years,-0.20065947712152288,23.12,0.08085297665948339,2.4626524029886503,Boomers,EU
2011,male,35-54 years,-0.14509729545045905,20.59,0.08085297665948339,2.4626524029886503,Generation X,EU
2011,male,25-34 years,-0.31801501999790766,17.81,0.08085297665948339,2.4626524029886503,Millenials,EU
2011,male,15-24 years,-0.3081404857673538,13.29,0.08085297665948339,2.4626524029886503,Millenials,EU
2011,female,55-74 years,-0.19615896775944713,9.1,0.08085297665948339,2.4626524029886503,Boomers,EU
2011,female,35-54 years,-0.15492300279727778,8.31,0.08085297665948339,2.4626524029886503,Generation X,EU
2011,female,25-34 years,-0.32557117198451574,8.05,0.08085297665948339,2.4626524029886503,Millenials,EU
2011,female,75+ years,-0.3489359862233683,7.92,0.08085297665948339,2.4626524029886503,Silent,EU
2011,female,15-24 years,-0.3162958535417895,5.93,0.08085297665948339,2.4626524029886503,Millenials,EU
2011,male,5-14 years,-0.33905966252587133,0.58,0.08085297665948339,2.4626524029886503,Generation Z,EU
2011,female,5-14 years,-0.3459358170740743,0.41,0.08085297665948339,2.4626524029886503,Generation Z,EU
2012,male,75+ years,-0.38799314736315926,33.33,0.06762452080132339,2.324784000240847,Silent,EU
2012,male,55-74 years,-0.1969759872380722,23.83,0.06762452080132339,2.324784000240847,Boomers,EU
2012,male,35-54 years,-0.14447660605931337,20.08,0.06762452080132339,2.324784000240847,Generation X,EU
2012,male,25-34 years,-0.3157812539765604,18.54,0.06762452080132339,2.324784000240847,Millenials,EU
2012,male,15-24 years,-0.309266571750878,13.07,0.06762452080132339,2.324784000240847,Millenials,EU
2012,female,35-54 years,-0.1542271557945189,11.28,0.06762452080132339,2.324784000240847,Generation X,EU
2012,female,75+ years,-0.34883730990335915,8.54,0.06762452080132339,2.324784000240847,Silent,EU
2012,female,55-74 years,-0.1927620482250386,8.16,0.06762452080132339,2.324784000240847,Boomers,EU
2012,female,15-24 years,-0.3175778787875044,5.64,0.06762452080132339,2.324784000240847,Millenials,EU
2012,female,25-34 years,-0.32310682036563415,4.65,0.06762452080132339,2.324784000240847,Millenials,EU
2012,female,5-14 years,-0.3438122310887995,0.8,0.06762452080132339,2.324784000240847,Generation Z,EU
2012,male,5-14 years,-0.3366957766939421,0.19,0.06762452080132339,2.324784000240847,Generation Z,EU
2013,male,75+ years,-0.38645343887762773,33.03,0.09160712553586253,2.5025198788984415,Silent,EU
2013,male,55-74 years,-0.19379022480295785,25.12,0.09160712553586253,2.5025198788984415,Boomers,EU
2013,male,35-54 years,-0.14359593268513837,20.73,0.09160712553586253,2.5025198788984415,Generation X,EU
2013,male,25-34 years,-0.3126172207828989,17.85,0.09160712553586253,2.5025198788984415,Millenials,EU
2013,male,15-24 years,-0.31091237006232614,15.75,0.09160712553586253,2.5025198788984415,Millenials,EU
2013,female,75+ years,-0.3484285445259119,9.96,0.09160712553586253,2.5025198788984415,Silent,EU
2013,female,55-74 years,-0.1897667362003046,9.8,0.09160712553586253,2.5025198788984415,Boomers,EU
2013,female,35-54 years,-0.15341550471672336,9.4,0.09160712553586253,2.5025198788984415,Generation X,EU
2013,female,15-24 years,-0.3194690897083017,8.07,0.09160712553586253,2.5025198788984415,Millenials,EU
2013,female,25-34 years,-0.319752592399727,7.74,0.09160712553586253,2.5025198788984415,Millenials,EU
2013,male,5-14 years,-0.33338424029653624,0.55,0.09160712553586253,2.5025198788984415,Generation Z,EU
2013,female,5-14 years,-0.3407100623237447,0.2,0.09160712553586253,2.5025198788984415,Generation Z,EU
2014,male,75+ years,-0.38434646937111094,34.87,0.08821950270262192,2.4402037844152753,Silent,EU
2014,male,55-74 years,-0.19101655104104237,20.41,0.08821950270262192,2.4402037844152753,Boomers,EU
2014,male,35-54 years,-0.14193351789493225,18.46,0.08821950270262192,2.4402037844152753,Generation X,EU
2014,male,25-34 years,-0.3083345151116205,17.85,0.08821950270262192,2.4402037844152753,Millenials,EU
2014,male,15-24 years,-0.3127946336484076,14.17,0.08821950270262192,2.4402037844152753,Millenials,EU
2014,female,35-54 years,-0.15206164515514692,10.8,0.08821950270262192,2.4402037844152753,Generation X,EU
2014,female,75+ years,-0.34737480413451877,9.26,0.08821950270262192,2.4402037844152753,Silent,EU
2014,female,55-74 years,-0.1872502344019363,9.08,0.08821950270262192,2.4402037844152753,Boomers,EU
2014,female,25-34 years,-0.31577997578588674,6.89,0.08821950270262192,2.4402037844152753,Millenials,EU
2014,female,15-24 years,-0.3218066448123528,6.14,0.08821950270262192,2.4402037844152753,Millenials,EU
2014,female,5-14 years,-0.3370416550902436,0.76,0.08821950270262192,2.4402037844152753,Generation Z,EU
2014,male,5-14 years,-0.3294346311148225,0.36,0.08821950270262192,2.4402037844152753,Generation Z,EU
2015,male,75+ years,-0.38434646937111094,33.69,0.036004939964962644,1.9993319757820345,Silent,EU
2015,male,55-74 years,-0.19101655104104237,24.42,0.036004939964962644,1.9993319757820345,Boomers,EU
2015,male,35-54 years,-0.14193351789493225,22.33,0.036004939964962644,1.9993319757820345,Generation X,EU
2015,male,25-34 years,-0.3083345151116205,16.91,0.036004939964962644,1.9993319757820345,Millenials,EU
2015,male,15-24 years,-0.3127946336484076,11.11,0.036004939964962644,1.9993319757820345,Millenials,EU
2015,female,55-74 years,-0.1872502344019363,9.17,0.036004939964962644,1.9993319757820345,Boomers,EU
2015,female,35-54 years,-0.15206164515514692,8.0,0.036004939964962644,1.9993319757820345,Generation X,EU
2015,female,25-34 years,-0.31577997578588674,7.87,0.036004939964962644,1.9993319757820345,Millenials,EU
2015,female,75+ years,-0.34737480413451877,7.82,0.036004939964962644,1.9993319757820345,Silent,EU
2015,female,15-24 years,-0.3218066448123528,6.49,0.036004939964962644,1.9993319757820345,Millenials,EU
2015,female,5-14 years,-0.3370416550902436,0.95,0.036004939964962644,1.9993319757820345,Generation Z,EU
2015,male,5-14 years,-0.3294346311148225,0.54,0.036004939964962644,1.9993319757820345,Generation Z,EU
2016,male,75+ years,-0.37970254701544676,27.82,0.04738478989994539,2.050423760978513,Silent,EU
2016,male,55-74 years,-0.1887587550350297,20.97,0.04738478989994539,2.050423760978513,Boomers,EU
2016,male,35-54 years,-0.13927258055043656,20.46,0.04738478989994539,2.050423760978513,Generation X,EU
2016,male,25-34 years,-0.3002816582292151,17.01,0.04738478989994539,2.050423760978513,Millenials,EU
2016,male,15-24 years,-0.3168372951111662,11.56,0.04738478989994539,2.050423760978513,Millenials,EU
2016,female,35-54 years,-0.15011368256843763,9.46,0.04738478989994539,2.050423760978513,Generation X,EU
2016,female,55-74 years,-0.18504509985167983,9.28,0.04738478989994539,2.050423760978513,Boomers,EU
2016,female,75+ years,-0.3454828262993172,9.12,0.04738478989994539,2.050423760978513,Silent,EU
2016,female,25-34 years,-0.30758932994885707,6.86,0.04738478989994539,2.050423760978513,Millenials,EU
2016,female,15-24 years,-0.32563457024193093,6.3,0.04738478989994539,2.050423760978513,Millenials,EU
1995,male,75+ years,-0.4292914880302049,88.22,-0.07083327915849376,1.848174414397634,G.I. Generation,EU
1995,male,55-74 years,-0.31985280254854453,44.14,-0.07083327915849376,1.848174414397634,Silent,EU
1995,male,35-54 years,-0.2091103625797166,34.87,-0.07083327915849376,1.848174414397634,Boomers,EU
1995,male,25-34 years,-0.32194903525340235,24.94,-0.07083327915849376,1.848174414397634,Generation X,EU
1995,male,15-24 years,-0.3617774566457001,24.21,-0.07083327915849376,1.848174414397634,Generation X,EU
1995,female,55-74 years,-0.296180711271736,20.84,-0.07083327915849376,1.848174414397634,Silent,EU
1995,female,75+ years,-0.3936044044206749,18.03,-0.07083327915849376,1.848174414397634,G.I. Generation,EU
1995,female,35-54 years,-0.2151945501864989,12.96,-0.07083327915849376,1.848174414397634,Boomers,EU
1995,female,25-34 years,-0.322230237201615,7.7,-0.07083327915849376,1.848174414397634,Generation X,EU
1995,female,15-24 years,-0.364461657060457,6.68,-0.07083327915849376,1.848174414397634,Generation X,EU
1995,male,5-14 years,-0.3641037636718228,0.48,-0.07083327915849376,1.848174414397634,Millenials,EU
1995,female,5-14 years,-0.3697533664495492,0.0,-0.07083327915849376,1.848174414397634,Millenials,EU
1996,male,75+ years,-0.428243371677776,80.19,-0.0794499774992749,1.7341841413116048,G.I. Generation,EU
1996,male,55-74 years,-0.3183701013670598,42.54,-0.0794499774992749,1.7341841413116048,Silent,EU
1996,male,35-54 years,-0.20550586487990016,34.3,-0.0794499774992749,1.7341841413116048,Boomers,EU
1996,male,25-34 years,-0.32389188507741684,26.48,-0.0794499774992749,1.7341841413116048,Generation X,EU
1996,male,15-24 years,-0.3631579025732894,24.75,-0.0794499774992749,1.7341841413116048,Generation X,EU
1996,female,75+ years,-0.39219839467961176,23.5,-0.0794499774992749,1.7341841413116048,G.I. Generation,EU
1996,female,55-74 years,-0.29528597780015037,18.27,-0.0794499774992749,1.7341841413116048,Silent,EU
1996,female,35-54 years,-0.211487797232787,14.74,-0.0794499774992749,1.7341841413116048,Boomers,EU
1996,female,25-34 years,-0.3232272259270961,8.61,-0.0794499774992749,1.7341841413116048,Generation X,EU
1996,female,15-24 years,-0.36602104968236343,5.57,-0.0794499774992749,1.7341841413116048,Generation X,EU
1996,male,5-14 years,-0.3626977539307596,0.94,-0.0794499774992749,1.7341841413116048,Millenials,EU
1996,female,5-14 years,-0.3685518672162771,0.0,-0.0794499774992749,1.7341841413116048,Millenials,EU
1997,male,75+ years,-0.4272975105792426,77.32,-0.10942538592686331,1.37955950167843,G.I. Generation,EU
1997,male,55-74 years,-0.31612048578135876,37.65,-0.10942538592686331,1.37955950167843,Silent,EU
1997,male,35-54 years,-0.20269384539777388,33.65,-0.10942538592686331,1.37955950167843,Boomers,EU
1997,female,75+ years,-0.3909457678193919,29.16,-0.10942538592686331,1.37955950167843,G.I. Generation,EU
1997,male,25-34 years,-0.326933978880808,25.98,-0.10942538592686331,1.37955950167843,Generation X,EU
1997,male,15-24 years,-0.36420601892571824,23.09,-0.10942538592686331,1.37955950167843,Generation X,EU
1997,female,55-74 years,-0.2938544042456133,14.67,-0.10942538592686331,1.37955950167843,Silent,EU
1997,female,35-54 years,-0.20839457580244808,11.36,-0.10942538592686331,1.37955950167843,Boomers,EU
1997,female,25-34 years,-0.3254001500723755,7.52,-0.10942538592686331,1.37955950167843,Generation X,EU
1997,female,15-24 years,-0.3674526232369004,5.65,-0.10942538592686331,1.37955950167843,Generation X,EU
1997,male,5-14 years,-0.36175189283222625,0.47,-0.10942538592686331,1.37955950167843,Millenials,EU
1997,female,5-14 years,-0.3677082613716392,0.25,-0.10942538592686331,1.37955950167843,Millenials,EU
1998,male,75+ years,-0.42634014576464596,86.42,-0.10355997720205935,1.4298041691928942,G.I. Generation,EU
1998,male,55-74 years,-0.3129919862884259,43.68,-0.10355997720205935,1.4298041691928942,Silent,EU
1998,male,35-54 years,-0.1987644316287045,31.01,-0.10355997720205935,1.4298041691928942,Boomers,EU
1998,male,25-34 years,-0.3287392953883331,28.45,-0.10355997720205935,1.4298041691928942,Generation X,EU
1998,female,75+ years,-0.3897000431888099,22.47,-0.10355997720205935,1.4298041691928942,G.I. Generation,EU
1998,male,15-24 years,-0.36376504314329394,21.81,-0.10355997720205935,1.4298041691928942,Generation X,EU
1998,female,55-74 years,-0.29165566064872533,15.06,-0.10355997720205935,1.4298041691928942,Silent,EU
1998,female,35-54 years,-0.20489310027093138,12.36,-0.10355997720205935,1.4298041691928942,Boomers,EU
1998,female,15-24 years,-0.36746080365721207,5.65,-0.10355997720205935,1.4298041691928942,Generation X,EU
1998,female,25-34 years,-0.32759863803112876,5.33,-0.10355997720205935,1.4298041691928942,Generation X,EU
1998,male,5-14 years,-0.3609929032101869,0.69,-0.10355997720205935,1.4298041691928942,Millenials,EU
1998,female,5-14 years,-0.36708399304660716,0.49,-0.10355997720205935,1.4298041691928942,Millenials,EU
1999,male,75+ years,-0.4253999087050768,76.91,-0.10709095162136183,1.3761710309503732,G.I. Generation,EU
